,alumnus,place,country,university
1293,Carl Gustaf Thomson,Malmö,Sweden,Lund University
1294,Chimène van Oosterhout,Willemstad,Curaçao,University of Gothenburg
1295,Philip Haglund,Stockholm,Sweden,Stockholm University
1296,Gunnar Fant,Nyköping,Sweden,Royal Institute of Technology
1297,Gustaf Weidel,Malmö,Sweden,Lund University
1298,Peter Ascanius,Aure,Norway,Uppsala University
1299,Sven Berggren,Höörs socken,Sweden,Uppsala University
1300,Yngve Zotterman,Vadstena,Sweden,Karolinska Institute
1301,Yngve Brilioth,Västra Ed,Sweden,Uppsala University
1302,Nils Bejerot,Norrtälje,Sweden,Karolinska Institute
1303,Gustaf Adlerfelt,Stockholm,Sweden,Uppsala University
1304,Fredrik Adam Smitt,Halmstad,Sweden,Lund University
1305,Fredrik Adam Smitt,Halmstad,Sweden,Uppsala University
1306,Thomas Karlsson,Stockholm,Sweden,Stockholm University
1307,Brūno Kalniņš,Tukums,Latvia,Stockholm University
1308,Ludvig Strigeus,Gothenburg,Sweden,Chalmers University of Technology
1309,Per von Afzelius,Larv parish,Sweden,Uppsala University
1310,Lisa Werlinder,Uppsala,Sweden,Luleå University of Technology
1311,Adolf Noreen,Östra Ämterviks församling,Sweden,Uppsala University
1312,Juris Kronbergs,Stockholm,Sweden,Stockholm University
1313,Claes Borgström,Stockholm,Sweden,Stockholm University
1314,Arnstein Arneberg,Halden,Norway,Royal Institute of Technology
1315,Abraham Langlet,Södertälje,Sweden,Uppsala University
1316,Tage Lindbom,Malmö,Sweden,Stockholm University
1317,Tage Lindbom,Malmö,Sweden,Uppsala University
1318,Finn Malmgren,Domkyrkoförsamlingen in Göteborg,Sweden,Uppsala University
1319,Stefan Löfven,Aspudden,Sweden,Umeå University
1320,Mari Jungstedt,Stockholm,Sweden,Mid Sweden University
1321,Mari Jungstedt,Stockholm,Sweden,Uppsala University
1322,Einar Naumann,Hörby socken,Sweden,Lund University
1323,Per Anger,Gothenburg,Sweden,Uppsala University
1324,Pehr G. Gyllenhammar,Gothenburg,Sweden,Lund University
1325,Jerry Ahrlin,Östersund,Sweden,Mid Sweden University
1326,Anders Knutsson Ångström,Adolf Fredriks parish,Sweden,Uppsala University
1327,Gunnar Bucht,Stocksund,Sweden,Uppsala University
1328,Inga Varg,Bergslagen,Sweden,Royal Institute of Technology
1329,Nils Hylander,Stockholm,Sweden,Uppsala University
1330,Anders Spole,Barnarp parish,Sweden,Uppsala University
1331,Anneli Furmark,Vallentuna Municipality,Sweden,Umeå University
1332,August Wilhelm Malm,Lunds Cathedral Assembly,Sweden,Lund University
1333,Björn Hedvall,Gävle Heliga Trefaldighets,Sweden,Royal Institute of Technology
1334,Gustaf Murray,Stockholm,Sweden,Uppsala University
1335,Linn Berggren,Gothenburg,Sweden,Chalmers University of Technology
1336,Bror Hjorth,Älvkarleby congregation,Sweden,Uppsala University
1337,Carin Jämtin,Stockholm,Sweden,Stockholm University
1338,Carl Gustaf Ekeberg,Danderyd  parish,Sweden,Uppsala University
1339,Carl Nyrén,Jönköping,Sweden,Royal Institute of Technology
1340,Carl Rudolf Florin,Solna Municipality,Sweden,Stockholm University
1341,Cary Fowler,Memphis,United States of America,Uppsala University
1342,Gerhard Lagerstråle,Royal Karlskrona Admiralty parish,Sweden,Uppsala University
1343,Clarence Crafoord,Hudiksvall,Sweden,Karolinska Institute
1344,Lars Leksell,Sweden,Sweden,Karolinska Institute
1345,Nils Brahe,Rydboholm Castle,Sweden,Uppsala University
1346,Wollmar Boström,Sweden,Sweden,Uppsala University
1347,Dilsa Demirbag Sten,Turkey,Turkey,Stockholm University
1348,Percy Barnevik,Simrishamn,Sweden,University of Gothenburg
1349,Sten Nordin,Nyköping,Sweden,Uppsala University
1350,Ib Friis,Svendborg Municipality,Denmark,Uppsala University
1351,Torben Grut,Tuns församling,Sweden,Royal Institute of Technology
1352,Hakon Ahlberg,Laholms församling,Sweden,Royal Institute of Technology
1353,Rolf Dahlgren,Copenhagen,Denmark,Lund University
1354,Henning Hamilton,Jakob and Johanne parish,Sweden,Uppsala University
1355,Ibrahim Baylan,Mardin,Turkey,Umeå University
1356,Erik Penser,Scania,Sweden,Lund University
1357,Ernst Evald Bergroth,Jakobstad,Finland,Stockholm University
1358,Eskil Erlandsson,Torpa församling,Sweden,Swedish University of Agricultural Sciences
1359,Fanny de Sivers,Pärnu,Estonia,Lund University
1360,Fernando Gabeira,Juiz de Fora,Brazil,Stockholm University
1361,Fredrik Georg Afzelius,Films församling,Sweden,Uppsala University
1362,Sven Oscar Kullander,Sollefteå,Sweden,Umeå University
1363,Jan-Eric Gustafsson,Falköping,Sweden,University of Gothenburg
1364,Jan-Åke Gustafsson,Stockholm,Sweden,Karolinska Institute
1365,Knut Anton Walter Gyllenberg,Malmö Sankt Petri församling,Sweden,Lund University
1366,Jan Gyllenbok,Sånahusen,Sweden,Lund University
1367,Lars Herman Gyllenhaal,Härlingstorp,Sweden,Uppsala University
1368,Pehr Gyllenhammar,Gothenburg,Sweden,Stockholm University
1369,Claës Günther,Längbro församling,Sweden,Uppsala University
1370,Bernhard Gärde,Seglora församling,Sweden,Royal Institute of Technology
1371,Johan Göransson,Gillberga,Sweden,Lund University
1372,Johan Göransson (teolog),Sunne församling,Sweden,Uppsala University
1373,Elis Göth,Karlshamn,Sweden,Royal Institute of Technology
1374,Roger Haddad,Beirut,Lebanon,Mid Sweden University
1375,Johan Hadorph,Slaka parish,Sweden,Uppsala University
1376,Hugo Hagander,Malmö,Sweden,Lund University
1377,Johan Hagander,Ljusdal,Sweden,Stockholm University
1378,Arne Hagberg,Partille,Sweden,Lund University
1379,Anders Wahlgren,Lund,Sweden,Lund University
1380,Charles Emil Hagdahl,Linköping,Sweden,Uppsala University
1381,Robert Hagen,Vetlanda församling,Sweden,Uppsala University
1382,Tord Hagen,Uppsala,Sweden,Uppsala University
1383,Ejnar Haglund,Jakob and Johanne parish,Sweden,Uppsala University
1384,Rolf Hagstrand,Björkvik,Sweden,Royal Institute of Technology
1385,Johan Vilhelm Hagströmer,Stockholm City,Sweden,Uppsala University
1386,Sven Hagströmer,Stockholm,Sweden,Stockholm University
1387,Birger Martin Hall,Borås,Sweden,Uppsala University
1388,Jonas Hallberg,Stockholm,Sweden,Uppsala University
1389,Thore Gustaf Halle,Mullsjö Parish,Sweden,Uppsala University
1390,Erik G. Hallén,Gothenburg,Sweden,Chalmers University of Technology
1391,Jonas Hallenberg,Hallaryd,Sweden,Uppsala University
1392,Staffan Hallerstam,Stockholm,Sweden,Karolinska Institute
1393,Adolf Ludvig Hamilton,Husaby parish,Sweden,Uppsala University
1394,Hugo Hamilton,Husaby parish,Sweden,Uppsala University
1395,Bo Hammarskjöld,Uppsala Cathedral Assembly,Sweden,Uppsala University
1396,Carl Hammarskjöld,Tuna församling,Sweden,Uppsala University
1397,Olof Hammarsten,Norrköping,Sweden,Uppsala University
1398,Alexis Hammarström,Bärfendals socken,Sweden,Uppsala University
1399,"Per ""YP"" Hansson",Ystad,Sweden,Lund University
1400,Torsten Hansson,Gothenburg,Sweden,Chalmers University of Technology
1401,Ivar Harrie,Stora Harrie,Sweden,Lund University
1402,Thomas Hartman,Salems församling,Sweden,Umeå University
1403,August von Hartmansdorff,Adelöv parish,Sweden,Uppsala University
1404,Carl Hasselberg,Östersunds församling,Sweden,Uppsala University
1405,Berndt Hasselrot,Norra Säms församling,Sweden,Lund University
1406,Bror Hasselrot,Växjö,Sweden,Lund University
1407,Josef Hedar,Malmö Sankt Petri församling,Sweden,Lund University
1408,Sven Anders Hedin,Skatelöv parish,Sweden,Uppsala University
1409,Henrik Hedlund,Ekerö parish,Sweden,Uppsala University
1410,Johan Teodor Hedlund,Frötuna församling,Sweden,Uppsala University
1411,Sven Adolf Hedlund,Färentuna församling,Sweden,Uppsala University
1412,Lennart Hedquist,Västerbotten,Sweden,Uppsala University
1413,Karl Hedvall,Gävle Heliga Trefaldighets,Sweden,Uppsala University
1414,Carl-Henrik Heldin,Växjö,Sweden,Uppsala University
1415,Mauritz Hellberg,Långseruds församling,Sweden,Uppsala University
1416,Alfred Hellerström,Stockholm,Sweden,Royal Institute of Technology
1417,Johannes Hellner,Svedala,Sweden,Lund University
1418,Håkan Hellström,Vänersborg,Sweden,University of Gothenburg
1419,Mats Hellström,Stockholm,Sweden,Stockholm University
1420,Paul Hellström,Umeå,Sweden,Uppsala University
1421,Pontus Herman Henriques,Gothenburg,Sweden,Chalmers University of Technology
1422,Nils Heribert-Nilsson,Skivarps församling,Sweden,Lund University
1423,Ivar Herlitz,Hedvig Eleonora församling,Sweden,Royal Institute of Technology
1424,Olof Herrlin,Lund,Sweden,Lund University
1425,Olof Herrlin,Lund,Sweden,Uppsala University
1426,Carl Herslow,Karlskrona,Sweden,Lund University
1427,Hans Hertz,Lund,Sweden,Lund University
1428,Christopher Isac Heurlin,Åseda socken,Sweden,Lund University
1429,Hildemar Hildebrand,Stockholm,Sweden,Uppsala University
1430,Sven Hirdman,Stavanger,Norway,Uppsala University
1431,Lars Ivar Hising,Stockholm,Sweden,Royal Institute of Technology
1432,Henrik Hjelt,Lidingö (island),Sweden,Uppsala University
1433,Ragnar Hjorth,Stockholm,Sweden,Royal Institute of Technology
1434,Erland Hjärne,Uppsala Cathedral Assembly,Sweden,Uppsala University
1435,Petrus Hoffvenius,Ärla församling,Sweden,Uppsala University
1436,Nils von Hofsten,Uppsala Cathedral Assembly,Sweden,Uppsala University
1437,Pål Hollender,Lidköping,Sweden,University of Gothenburg
1438,Lennart Holm,Halmstad,Sweden,Royal Institute of Technology
1439,Pelle Holm,Höganäs,Sweden,Lund University
1440,Rurik Holm,Väsby parish,Sweden,Lund University
1441,Hjalmar Holmgren,Västra Ny församling,Sweden,Uppsala University
1442,Pär Holmgren,Gävle,Sweden,Uppsala University
1443,Torsten Holmgren,Håbo-Tibble församling,Sweden,Royal Institute of Technology
1444,Jörgen Holmquist,Stockholm,Sweden,Stockholm University
1445,Carl Torsten Holmström,Tottarps församling,Sweden,Lund University
1446,Ragnar Holte,Linköping,Sweden,Uppsala University
1447,Ragnar Hoppe,Malmö Sankt Petri församling,Sweden,Lund University
1448,Gunnar Hultgren,Eskilstuna,Sweden,Uppsala University
1449,Bengt Hultqvist,Hemmesjö med Tegnaby församling,Sweden,Stockholm University
1450,Gustaf Adolf Humble,Jönköpings Kristina församling,Sweden,Uppsala University
1451,Sten Hummel-Gumaelius,Idkerberget,Sweden,Royal Institute of Technology
1452,Karl Husberg,Växjö,Sweden,Uppsala University
1453,Torsten Husén,Lund,Sweden,Lund University
1454,Israel Hwasser,Älvkarleby congregation,Sweden,Uppsala University
1455,Ivar Hylander,Norrköping,Sweden,Uppsala University
1456,Gunnar Hägg,Stockholm,Sweden,Stockholm University
1457,Göran Hägg,Stockholm,Sweden,Stockholm University
1458,Tomas Hägg,Uppsala,Sweden,Uppsala University
1459,Arne Häggqvist,Hagge,Sweden,Uppsala University
1460,Frans Wilhelm Häggström,Piteå parish,Sweden,Uppsala University
1461,Zacharias Hæggström,Umeå landsförsamling,Sweden,Uppsala University
1462,Torleif Härd,Gothenburg,Sweden,Chalmers University of Technology
1463,Jaan Allpere,Tallinn,Estonia,Royal Institute of Technology
1464,Claes-Henrik Arnstorp,Halmstad,Sweden,Royal Institute of Technology
1465,James Palm,Limhamn,Sweden,Lund University
1466,Ernst Kjellander,Vadsbo härad,Sweden,Uppsala University
1467,Carl Fredrik Wiberg,Stockholm,Sweden,Uppsala University
1468,Otto Reinhold af Schultén,Karlberg Palace,Sweden,Uppsala University
1469,Frans Hemming Bergman,Stockholm,Sweden,Royal Institute of Technology
1470,Ingemar Bergmar,Bjälbo,Sweden,Royal Institute of Technology
1471,Ingemar Bergmar,Bjälbo socken,Sweden,Royal Institute of Technology
1472,Harald Bergsten,Norrköping,Sweden,Royal Institute of Technology
1473,Moje Bergström,Norberg,Sweden,Royal Institute of Technology
1474,Lennart Bergvall,Kalmar,Sweden,Royal Institute of Technology
1475,Alf Berne,Skövde,Sweden,Chalmers University of Technology
1476,Hjalmar Berven,Stockholm,Sweden,Royal Institute of Technology
1477,Björn Berntson,Halmstad,Sweden,Royal Institute of Technology
1478,Hasse Billman,Stockholm,Sweden,Royal Institute of Technology
1479,Lennart Billgren,Stockholm,Sweden,Chalmers University of Technology
1480,Peter Bjugge,Stockholm,Sweden,Royal Institute of Technology
1481,Nils Bimer,Överluleå socken,Sweden,Royal Institute of Technology
1482,Arvid Björk,Norrtälje,Sweden,Royal Institute of Technology
1483,Andreas Björklund,Stockholm,Sweden,Royal Institute of Technology
1484,Rolf Lundgren,Stockholm,Sweden,Uppsala University
1485,Erik Uddenberg,Värö församling,Sweden,Lund University
1486,Axel Torssander,Östra Vingåkers socken,Sweden,Uppsala University
1487,Per Mollerup,Nakskov,Denmark,Lund University
1488,Israel Näslund,Örnsköldsvik Municipality,Sweden,Uppsala University
1489,Tord Skoog,Uppsala Cathedral Assembly,Sweden,Uppsala University
1490,Ernst Rosén,Orrefors,Sweden,Lund University
1491,Ernst Rosén,Orrefors,Sweden,Uppsala University
1492,Lena Alwerud,Övertorneå,Sweden,Stockholm University
1493,Gösta Ewerth,Örebro,Sweden,Royal Institute of Technology
1494,Perseus Karlström,Eskilstuna Municipality,Sweden,Linköping University
1495,Erik Gren,Karlstad,Sweden,Uppsala University
1496,Carl Roth II,Stockholm,Sweden,Uppsala University
1497,Erik Frisk,Linköping,Sweden,Uppsala University
1498,Kerstin Allroth,Borås,Sweden,Lund University
1499,Gunnar Kulldorff,Malmö,Sweden,Lund University
1500,Sven Peter Bæckström,Långemåla socken,Sweden,Uppsala University
1501,Valdar Jaanusson,Nõmme,Estonia,Uppsala University
1502,Ana Meikle Solari,Uruguay,Uruguay,Swedish University of Agricultural Sciences
1503,Gertrud Dahlgren,Klippan,Sweden,Lund University
1504,Thomas Sterner,Gothenburg,Sweden,University of Gothenburg
1505,August Heintze,Skurup,Sweden,Lund University
1506,Carmen Montes,Cádiz,Spain,Stockholm University
1507,Edvard Stenlåås,Eksjö,Sweden,Royal Institute of Technology
1508,Noel D. Broadbent,Oakland,United States of America,Uppsala University
1509,Olga García Riquelme,Santa Cruz de Tenerife,Spain,Lund University
1510,Bo Sahlin,Eslöv,Sweden,Lund University
1511,Friday Okonofua,Ewu,Nigeria,Karolinska Institute
1512,Peter Mikael Carlsson,Södertälje,Sweden,Luleå University of Technology
1513,Jon Mankell,Norrköping Municipality,Sweden,Örebro University
1514,Max Dietrich,Schönbrunn,Germany,Lund University
1515,Aija Priedīte,Riga,Latvia,Stockholm University
1516,Ernst-Gunnar Samuelsson,Lund,Sweden,Lund University
1517,Gui Minhai,Ningbo,People's Republic of China,University of Gothenburg
1518,Leoš Klimeš,Hradec Králové,Czech Republic,Lund University
1519,Magnus Swederus,Stockholm Municipality,Sweden,Uppsala University
1520,Claes Beyer,Gothenburg,Sweden,Lund University
1521,Harald Westling,Sankt Matteus,Sweden,Uppsala University
1522,Olle Sturén,Stockholm,Sweden,Royal Institute of Technology
1523,Gustaf Wennerström,Haparanda,Sweden,Uppsala University
1524,Erik Grundgård,Älvdalens församling,Sweden,Uppsala University
1525,Jonas Leonhard Claësson,Ragunda socken,Sweden,Uppsala University
1526,Andreas von Beckerath,Sollentuna,Sweden,Uppsala University
1527,Ragnar Berlin,Stockholm,Sweden,Uppsala University
1528,Hans Ellegren,Gävle,Sweden,Swedish University of Agricultural Sciences
1529,Birgitta Hedman,Sandviken,Sweden,Uppsala University
1530,Henry Ohlsson,Bollnäs,Sweden,Umeå University
1531,Yngve Kristensson,Osby församling,Sweden,Lund University
1532,Yngve Mattsson,Knivsta landskommun,Sweden,Uppsala University
1533,Hjördis Lind-Campbell,Stockholm,Sweden,Lund University
1534,Tim Canova,Freeport,United States of America,Stockholm University
1535,Adam Strohm,Vänersborg,Sweden,Uppsala University
1536,Lalya Gaye,Geneva,Switzerland,Royal Institute of Technology
1537,Jens Rommel,Ellwangen (Jagst),Germany,Lund University
1538,Bo Casten Carlberg,Stockholm,Sweden,Royal Institute of Technology
1539,Abdul Karim Bangura,Bo,Sierra Leone,Stockholm University
1540,Minna Salami,Finland,Finland,Lund University
1541,Björn Sandborgh,Östmarks socken,Sweden,Uppsala University
1542,Bengt Rydin,Jönköping,Sweden,Uppsala University
1543,Ann-Marie Göransson,Malmö S:t Pauli församling,Sweden,Karolinska Institute
1544,Ann-Marie Göransson,Malmö S:t Pauli församling,Sweden,Lund University
1545,Torsten Åkesson,Skurup,Sweden,Lund University
1546,Agneta Herlitz,Stockholm,Sweden,Umeå University
1547,Peter Högberg,Haninge Municipality,Sweden,Swedish University of Agricultural Sciences
1548,Leif Ljungholm,Falkenberg,Sweden,Lund University
1549,Maria Qvarfordt Brising,Kristinehamn,Sweden,Uppsala University
1550,Kerstin Tham,Borås,Sweden,Karolinska Institute
1551,Niki Merimaa,Karlstad,Sweden,Karlstad University
1552,Yvonne Lindbom,Karlskoga,Sweden,Umeå University
1553,Annika Eriksdotter,Södra Finnskoga socken,Sweden,Karlstad University
1554,Annmarie Löf,Karlskoga,Sweden,Uppsala University
1555,Yvonne Frygell,Björneborg,Sweden,Umeå University
1556,Yvonne Frygell,Björneborg,Sweden,Uppsala University
1557,Cecilia Stigevik,Uppsala,Sweden,Karlstad University
1558,Camilla Sundberg,Eda,Sweden,University of Gothenburg
1559,Adolf Grape,Gävle Heliga Trefaldighets,Sweden,Uppsala University
1560,Knut Belfrage,Foss församling,Sweden,Uppsala University
1561,Gösta Finngård,Älvsbacka socken,Sweden,Lund University
1562,Charles Birch-Jensen,Stora Köpinge,Sweden,Royal Institute of Technology
1563,Georg Bissmark,Halmstad,Sweden,Uppsala University
1564,Andreas Bjerre,Tyska Christinae församling,Sweden,Stockholm University
1565,Andreas Bjerre,Tyska Christinae församling,Sweden,Lund University
1566,Björn Bjuggren,Karlsborg,Sweden,Royal Institute of Technology
1567,Gunnar Bjursell,Bo-Svennevads församling,Sweden,Karolinska Institute
1568,Wilhelm Björck,Barsebäcks parish,Sweden,Lund University
1569,Örjan Björkhem,Lund,Sweden,Lund University
1570,Albert Björck,Göteborg City,Sweden,Uppsala University
1571,Leif Björk,Johannes parish,Sweden,Uppsala University
1572,Johan Abraham Björklund,Uppsala,Sweden,Uppsala University
1573,Gebbe Björkman,Linköping,Sweden,Linköping University
1574,Carl Georg Björling,Halmstad,Sweden,Lund University
