,alumnusLabel,organisationLabel,placeLabel,countryLabel
442,Jan G. Waldenström,Lund University,Lund Municipality,Sweden
443,Magnus Blix,Lund University,Lund Municipality,Sweden
444,Matthias Norberg,Lund University,Lund Municipality,Sweden
445,Eric Gustaf Lidbeck,Lund University,Lund Municipality,Sweden
446,Nils Christoffer Dunér,Lund University,Lund Municipality,Sweden
447,Jacob Benzelius,Lund University,Lund Municipality,Sweden
448,Efraim Liljequist,Lund University,Lund Municipality,Sweden
449,Carl Johan Tornberg,Lund University,Lund Municipality,Sweden
450,Knut Lundmark,Lund University,Lund Municipality,Sweden
451,Tadeusz Wieloch,Lund University,Lund Municipality,Sweden
452,Göran Magnusson,Lund University,Lund Municipality,Sweden
453,Fredrik Björklund,Lund University,Lund Municipality,Sweden
454,Nils Holmberg,Lund University,Lund Municipality,Sweden
455,Mats Sundbeck,Lund University,Lund Municipality,Sweden
456,M Ullner,Lund University,Lund Municipality,Sweden
457,Jari Häkkinen,Lund University,Lund Municipality,Sweden
458,Olle Ekberg,Lund University,Lund Municipality,Sweden
459,Firoz Shah,Lund University,Lund Municipality,Sweden
460,Nils Cronberg,Lund University,Lund Municipality,Sweden
461,Maria C. Hansson,Lund University,Lund Municipality,Sweden
462,Maj Rundlöf,Lund University,Lund Municipality,Sweden
463,Malin Fex,Lund University,Lund Municipality,Sweden
464,Eva Nordberg Karlsson,Lund University,Lund Municipality,Sweden
465,Olena Prykhodko,Lund University,Lund Municipality,Sweden
466,Zhongshan Li,Lund University,Lund Municipality,Sweden
467,Lars Samuelson,Lund University,Lund Municipality,Sweden
468,Magnus Sandberg,Lund University,Lund Municipality,Sweden
469,Boel Berner,Lund University,Lund Municipality,Sweden
470,Lei Ye,Lund University,Lund Municipality,Sweden
471,Rachel Muheim,Lund University,Lund Municipality,Sweden
472,Thomas Laurell,Lund University,Lund Municipality,Sweden
473,Erik Lind,Lund University,Lund Municipality,Sweden
474,Oleg Mirzov,Lund University,Lund Municipality,Sweden
475,Bernhard Lundgren,Lund University,Lund Municipality,Sweden
476,Johan Lundblad,Lund University,Lund Municipality,Sweden
477,Johan Martin Lovén,Lund University,Lund Municipality,Sweden
478,Josua Lindahl,Lund University,Lund Municipality,Sweden
479,Sven Lidin,Lund University,Lund Municipality,Sweden
480,Anders Lidbeck,Lund University,Lund Municipality,Sweden
481,Karl Georg Herman Lang,Lund University,Lund Municipality,Sweden
482,Gunnar Karlström,Lund University,Lund Municipality,Sweden
483,Anders Jarlert,Lund University,Lund Municipality,Sweden
484,Nils Heribert-Nilsson,Lund University,Lund Municipality,Sweden
485,Stefan Hedlund,Lund University,Lund Municipality,Sweden
486,"Per ""YP"" Hansson",Lund University,Lund Municipality,Sweden
487,Knut Anton Walter Gyllenberg,Lund University,Lund Municipality,Sweden
488,Engelbert Jörlin,Lund University,Lund Municipality,Sweden
489,Hildemar Hildebrand,Lund University,Lund Municipality,Sweden
490,Otto Gertz,Lund University,Lund Municipality,Sweden
491,Carl-Erik Fröberg,Lund University,Lund Municipality,Sweden
492,Mattias Fremling,Lund University,Lund Municipality,Sweden
493,John Forssman,Lund University,Lund Municipality,Sweden
494,Arvid Henrik Florman,Lund University,Lund Municipality,Sweden
495,Claes Fahlander,Lund University,Lund Municipality,Sweden
496,Henrik Sjöbring,Lund University,Lund Municipality,Sweden
497,Ulf Ellervik,Lund University,Lund Municipality,Sweden
498,Hans Runemark,Lund University,Lund Municipality,Sweden
499,David Nehrman Ehrenstråhle,Lund University,Lund Municipality,Sweden
500,Lennart Eberson,Lund University,Lund Municipality,Sweden
501,Åke Pleijel,Lund University,Lund Municipality,Sweden
502,Indrek Martinson,Lund University,Lund Municipality,Sweden
503,Carl H. Lindroth,Lund University,Lund Municipality,Sweden
504,Gunnar Larsson-Leander,Lund University,Lund Municipality,Sweden
505,Erland Lagerroth,Lund University,Lund Municipality,Sweden
506,Lamek Hulthén,Lund University,Lund Municipality,Sweden
507,Eli Göndör,Lund University,Lund Municipality,Sweden
508,Olof Wärneryd,Lund University,Lund Municipality,Sweden
509,Hongqi Xu,Lund University,Lund Municipality,Sweden
510,Malin Parmar,Lund University,Lund Municipality,Sweden
511,Ulf Balldin,Lund University,Lund Municipality,Sweden
512,Gösta Pettersson,Lund University,Lund Municipality,Sweden
513,David Gisselsson,Lund University,Lund Municipality,Sweden
514,Jonas Ranstam,Lund University,Lund Municipality,Sweden
515,Jing Tang,Lund University,Lund Municipality,Sweden
516,Stina M. Oredsson,Lund University,Lund Municipality,Sweden
517,Anton Nilsson,Lund University,Lund Municipality,Sweden
518,Erik Green,Lund University,Lund Municipality,Sweden
519,Jonas Ardö,Lund University,Lund Municipality,Sweden
520,Emily Sonestedt,Lund University,Lund Municipality,Sweden
521,Julius Möller,Lund University,Lund Municipality,Sweden
522,Charles Strömblad,Lund University,Lund Municipality,Sweden
523,Wilhelm Julius Leche,Lund University,Lund Municipality,Sweden
524,Frida Palmér,Lund University,Lund Municipality,Sweden
525,Per Rudling,Lund University,Lund Municipality,Sweden
526,Nils Silfverskiöld,Lund University,Lund Municipality,Sweden
527,Eric Peter Älf,Lund University,Lund Municipality,Sweden
528,Christel Nielsen,Lund University,Lund Municipality,Sweden
529,Gunnar Aspelin,Lund University,Lund Municipality,Sweden
530,John Ask,Lund University,Lund Municipality,Sweden
531,Nils Peter Angelin,Lund University,Lund Municipality,Sweden
532,Anders Andrén,Lund University,Lund Municipality,Sweden
533,Martin Erik Ahlman,Lund University,Lund Municipality,Sweden
534,Felix Mitelman,Lund University,Lund Municipality,Sweden
535,Edvard Magnus Rodhe,Lund University,Lund Municipality,Sweden
536,Frederic Wilhelm Christian Areschoug,Lund University,Lund Municipality,Sweden
537,Catharina Stenqvist,Lund University,Lund Municipality,Sweden
538,Sara Snogerup Linse,Lund University,Lund Municipality,Sweden
539,Karna Lidmar-Bergström,Lund University,Lund Municipality,Sweden
540,Inger-Lena Hultberg,Lund University,Lund Municipality,Sweden
541,Ann Heberlein,Lund University,Lund Municipality,Sweden
542,Gunilla Florby,Lund University,Lund Municipality,Sweden
543,Hilma Borelius,Lund University,Lund Municipality,Sweden
544,Gunnar Öquist,Lund University,Lund Municipality,Sweden
545,Samuel Clason,Lund University,Lund Municipality,Sweden
546,Gunnar Bramstång,Lund University,Lund Municipality,Sweden
547,Johan Jakob Borelius,Lund University,Lund Municipality,Sweden
548,Björn Dahlbäck,Lund University,Lund Municipality,Sweden
549,Fredrik Johan Cederschiöld,Lund University,Lund Municipality,Sweden
550,Gunnar Carlquist,Lund University,Lund Municipality,Sweden
551,Bengt Borgström,Lund University,Lund Municipality,Sweden
552,Carl Georg Björling,Lund University,Lund Municipality,Sweden
553,Hans Bendz,Lund University,Lund Municipality,Sweden
554,Sten von Friesen,Lund University,Lund Municipality,Sweden
555,Claes Fahlander,Lund University,Lund Municipality,Sweden
556,Henrik Sjöbring,Lund University,Lund Municipality,Sweden
557,Samuel Wide,Lund University,Lund Municipality,Sweden
558,Torsten Thunberg,Lund University,Lund Municipality,Sweden
559,Bo Södersten,Lund University,Lund Municipality,Sweden
560,Wilhelm Erik Svedelius,Lund University,Lund Municipality,Sweden
561,Torsten Åkesson,Lund University,Lund Municipality,Sweden
562,Gertrud Dahlgren,Lund University,Lund Municipality,Sweden
563,Karl Erik Bergsten,Lund University,Lund Municipality,Sweden
564,Gösta Rooth,Lund University,Lund Municipality,Sweden
565,Johannes Strömberg,Lund University,Lund Municipality,Sweden
566,Lars-Göran Malmberg,Lund University,Lund Municipality,Sweden
567,Tor Fr. Rasmussen,Lund University,Lund Municipality,Sweden
568,Katarina Olsson,Lund University,Lund Municipality,Sweden
569,Sven Liljeblad,Lund University,Lund Municipality,Sweden
570,Arvid Anseth,Lund University,Lund Municipality,Sweden
571,Olle Hagnell,Lund University,Lund Municipality,Sweden
572,Märta Åsdahl Holmberg,Lund University,Lund Municipality,Sweden
573,Clas Theodor Odhner,Lund University,Lund Municipality,Sweden
574,Henric Benzelius,Lund University,Lund Municipality,Sweden
575,Sigurd Agrell,Lund University,Lund Municipality,Sweden
576,Gustaf Aulén,Lund University,Lund Municipality,Sweden
577,Gustaf Retzius,Lund University,Lund Municipality,Sweden
578,Johannes Steuchius,Lund University,Lund Municipality,Sweden
579,Torsten Carleman,Lund University,Lund Municipality,Sweden
580,Einar Gjerstad,Lund University,Lund Municipality,Sweden
581,Carl Charlier,Lund University,Lund Municipality,Sweden
582,Knut Wicksell,Lund University,Lund Municipality,Sweden
583,Carl August Hagberg,Lund University,Lund Municipality,Sweden
584,Birgitta Forsman,Lund University,Lund Municipality,Sweden
585,Susanna Roxman,Lund University,Lund Municipality,Sweden
586,Ragnar Norrby,Lund University,Lund Municipality,Sweden
587,Kåre Larsson,Lund University,Lund Municipality,Sweden
588,Catharina Svanborg,Lund University,Lund Municipality,Sweden
589,Jörgen Lehmann,Lund University,Lund Municipality,Sweden
590,Hannes Sköld,Lund University,Lund Municipality,Sweden
591,Erling Eidem,Lund University,Lund Municipality,Sweden
592,Östen Undén,Lund University,Lund Municipality,Sweden
593,Bengt Edlén,Lund University,Lund Municipality,Sweden
594,Vagn Walfrid Ekman,Lund University,Lund Municipality,Sweden
595,Louis de Geer the Elder,Lund University,Lund Municipality,Sweden
596,Thore Christian Elias Fries,Lund University,Lund Municipality,Sweden
597,Magnus Ingelman-Sundberg,Karolinska Institute,Solna Municipality,Sweden
598,Måns Ehrenberg,Karolinska Institute,Solna Municipality,Sweden
599,Gunnar von Heijne,Karolinska Institute,Solna Municipality,Sweden
600,Ulrika Marklund,Karolinska Institute,Solna Municipality,Sweden
601,Henrik Grönberg,Karolinska Institute,Solna Municipality,Sweden
602,Agneta Herlitz,Karolinska Institute,Solna Municipality,Sweden
603,Staffan Normark,Karolinska Institute,Solna Municipality,Sweden
604,Rolf Maximilian Sievert,Karolinska Institute,Solna Municipality,Sweden
605,Lars Bäckman,Karolinska Institute,Solna Municipality,Sweden
606,Stephan Rössner,Karolinska Institute,Solna Municipality,Sweden
607,Christian Lovén,Karolinska Institute,Solna Municipality,Sweden
608,Carl Albert Lindström,Karolinska Institute,Solna Municipality,Sweden
609,Alf A. Lindberg,Karolinska Institute,Solna Municipality,Sweden
610,Lennart Levi,Karolinska Institute,Solna Municipality,Sweden
611,Urban Lendahl,Karolinska Institute,Solna Municipality,Sweden
612,Yngve A. A. Larsson,Karolinska Institute,Solna Municipality,Sweden
613,Jesper Lagergren,Karolinska Institute,Solna Municipality,Sweden
614,Isak Jundell,Karolinska Institute,Solna Municipality,Sweden
615,Magnus Ingelman-Sundberg,Karolinska Institute,Solna Municipality,Sweden
616,Lennart Hammarström,Karolinska Institute,Solna Municipality,Sweden
617,Jan-Åke Gustafsson,Karolinska Institute,Solna Municipality,Sweden
618,Carl-Gustav Groth,Karolinska Institute,Solna Municipality,Sweden
619,Sven Gard,Karolinska Institute,Solna Municipality,Sweden
620,Curt Franksson,Karolinska Institute,Solna Municipality,Sweden
621,Stefan Einhorn,Karolinska Institute,Solna Municipality,Sweden
622,Tomas Cronholm,Karolinska Institute,Solna Municipality,Sweden
623,Gunnar Bjursell,Karolinska Institute,Solna Municipality,Sweden
624,Jan Andersson,Karolinska Institute,Solna Municipality,Sweden
625,Carl-Göran Hedén,Karolinska Institute,Solna Municipality,Sweden
626,Juleen Zierath,Karolinska Institute,Solna Municipality,Sweden
627,Harriet Wallberg-Henriksson,Karolinska Institute,Solna Municipality,Sweden
628,Britt-Marie Sjöberg,Karolinska Institute,Solna Municipality,Sweden
629,Erik Jorpes,Karolinska Institute,Solna Municipality,Sweden
630,Lars Leksell,Karolinska Institute,Solna Municipality,Sweden
631,Clarence Crafoord,Karolinska Institute,Solna Municipality,Sweden
632,Yngve Zotterman,Karolinska Institute,Solna Municipality,Sweden
633,Henning Waldenström,Karolinska Institute,Solna Municipality,Sweden
634,Klas Kärre,Karolinska Institute,Solna Municipality,Sweden
635,Fritiof S. Sjöstrand,Karolinska Institute,Solna Municipality,Sweden
636,Karl-Axel Ekbom,Karolinska Institute,Solna Municipality,Sweden
637,Carl-Henry Alström,Karolinska Institute,Solna Municipality,Sweden
638,Lars Gyllensten,Karolinska Institute,Solna Municipality,Sweden
639,Biörn Ivemark,Karolinska Institute,Solna Municipality,Sweden
640,Gustaf Retzius,Karolinska Institute,Solna Municipality,Sweden
641,Karl Oskar Medin,Karolinska Institute,Solna Municipality,Sweden
642,Carl Gustaf Mosander,Karolinska Institute,Solna Municipality,Sweden
643,Ewa Björling,Karolinska Institute,Solna Municipality,Sweden
644,Göran Liljestrand,Karolinska Institute,Solna Municipality,Sweden
645,Ivar Wickman,Karolinska Institute,Solna Municipality,Sweden
646,Stefan Peterson,Karolinska Institute,Solna Municipality,Sweden
647,Olof Stephansson,Karolinska Institute,Solna Municipality,Sweden
648,Tamas Bartfai,Karolinska Institute,Solna Municipality,Sweden
649,Karin Dahlman-Wright,Karolinska Institute,Solna Municipality,Sweden
650,Torleif Härd,Karolinska Institute,Solna Municipality,Sweden
651,Ida Sörensen,Karolinska Institute,Solna Municipality,Sweden
652,Mandus Frykman,Karolinska Institute,Solna Municipality,Sweden
653,Charlotte Rolny,Karolinska Institute,Solna Municipality,Sweden
654,Erik Widman,Karolinska Institute,Solna Municipality,Sweden
655,Soheil Damangir,Karolinska Institute,Solna Municipality,Sweden
656,Salomon Eberhard Henschen,Karolinska Institute,Solna Municipality,Sweden
657,Karl-Axel Ekbom,Karolinska Institute,Solna Municipality,Sweden
658,Herbert Olivecrona,Karolinska Institute,Solna Municipality,Sweden
659,Lennat Fagraeus,Karolinska Institute,Solna Municipality,Sweden
660,Jan Zedenius,Karolinska Institute,Solna Municipality,Sweden
661,Christer Svensén,Karolinska Institute,Solna Municipality,Sweden
662,Anna-Karin Wikström,Karolinska Institute,Solna Municipality,Sweden
663,Helena Erlandsson-Harris,Karolinska Institute,Solna Municipality,Sweden
664,Lena Palmberg,Karolinska Institute,Solna Municipality,Sweden
665,Jianwei Zhu,Karolinska Institute,Solna Municipality,Sweden
666,Charlotte Elvander,Karolinska Institute,Solna Municipality,Sweden
667,Marija Simic,Karolinska Institute,Solna Municipality,Sweden
668,Erik Forsell,Karolinska Institute,Solna Municipality,Sweden
669,Agne Larsson,Karolinska Institute,Solna Municipality,Sweden
670,Nana Waldréus,Karolinska Institute,Solna Municipality,Sweden
671,Ulrica Nilsson,Karolinska Institute,Solna Municipality,Sweden
672,Christer Betsholtz,Karolinska Institute,Solna Municipality,Sweden
