,alumnusLabel,birthplaceLabel,birthplacecountryLabel,universityLabel
6092,Mohammad Saber Ismail,,,Stockholm University
6093,Anna Göthlin Eremo,,,Örebro University
6094,Bertil Alexanderson,,,Stockholm University
6095,Erik Oldmark,,,Royal Institute of Technology
6096,Michael B Svensson,,,Karolinska Institute
6097,Berit Behring,,,Örebro University
6098,Jan Olsson,,,Umeå University
6099,Igor Bazov,,,Uppsala University
6100,Lina M. Olsson,,,Lund University
6101,Jens Schouenborg,,,Lund University
6102,Annika Söderholm,,,Uppsala University
6103,Margareta Halin Lejonklou,,,Uppsala University
6104,Anders Ekbom,,,Uppsala University
6105,Omid Beiki,,,Karolinska Institute
6106,Christer Larsson,,,University of Gothenburg
6107,Ingemar Wedman,,,Umeå University
6108,Imran Mohammad,,,Swedish University of Agricultural Sciences
6109,Robert Olsson,,,University of Gothenburg
6110,Martin Lindegren,,,Lund University
6111,Joakim Andersson,,,Växjö University
6112,Olof Wärneryd,,,University of Gothenburg
6113,Sigfrid Bjerninger,,,Lund University
6114,Marie Loob,,,Örebro University
6115,Arne Zettersten,,,Lund University
6116,Chaitanya Kurhade,,,Umeå University
6117,Ulla Dinger,,,University of Gothenburg
6118,Ulrika Lindstrand,,,Chalmers University of Technology
6119,Agatheeswaran Subramaniam,,,Lund University
6120,Jörg Brunet,,,Lund University
6121,Marcia Marques,,,Royal Institute of Technology
6122,Aditya S Ambati,,,Karolinska Institute
6123,Jorge Andrade,,,Royal Institute of Technology
6124,Petter Brodin,,,Karolinska Institute
6125,Anders Broström,,,Royal Institute of Technology
6126,Louise Eriksson,,,Umeå University
6127,Mats Johnsson,,,Stockholm University
6128,Hareth Nahi,,,Karolinska Institute
6129,Ulf Bergström,,,Umeå University
6130,Katrin Lindbäck,,,Uppsala University
6131,Ksenia Zagorodnikova,,,Karolinska Institute
6132,Rubina Kotak,,,Lund University
6133,Roger I. Glass,,,University of Gothenburg
6134,Ming-Tian Zhang,,,Uppsala University
6135,Lennart Wetterberg,,,Karolinska Institute
6136,David Drew,,,Stockholm University
6137,Karolin Guldevall,,,Royal Institute of Technology
6138,Per Milberg,,,Swedish University of Agricultural Sciences
6139,Per Milberg,,,Uppsala University
6140,Ganesh Phad,,,Karolinska Institute
6141,Jakob Halvarsson,,,Linköping University
6142,Laura Parducci,,,Swedish University of Agricultural Sciences
6143,Matthias Ketzel,,,Lund University
6144,Maria F Perdomo,,,Karolinska Institute
6145,Lars Edvinsson,,,Lund University
6146,Emanuel P. Haglund,,,Chalmers University of Technology
6147,Paul Lichtenstein,,,Karolinska Institute
6148,Thomas Nilsson,,,Chalmers University of Technology
6149,Rolf Sundberg,,,Stockholm University
6150,Anders Jerkstrand,,,Chalmers University of Technology
6151,Iris Dahlin,,,Swedish University of Agricultural Sciences
6152,Malin Elfstrand,,,Swedish University of Agricultural Sciences
6153,Malin Elfstrand,,,Uppsala University
6154,John Carstensen,,,Linköping University
6155,John Carstensen,,,Karolinska Institute
6156,Elin Monell,,,Stockholm University
6157,Elin Monell,,,Karolinska Institute
6158,Carl M. Elwing,,,Lund University
6159,Birger Björnsson,,,Lund University
6160,Dorcus Kiwanuka Henriksson,,,Uppsala University
6161,Thomas Kempen,,,Uppsala University
6162,Roderik S. W. van de Wal,,,Stockholm University
6163,David Aili,,,Linköping University
6164,Ingela Dahllöf,,,University of Gothenburg
6165,Andreas Almqvist,,,Luleå University of Technology
6166,Radha Raman Pandey,,,Uppsala University
6167,Stefan Gilg,,,Karolinska Institute
6168,Anna Abelsson,,,Red Cross University College of Nursing
6169,Gunilla Borglin,,,Lund University
6170,Anders Helldén,,,Karolinska Institute
6171,Hend Aroal,,,Stockholm University
6172,Henrik Hartman,,,Lund University
6173,Sigurdur Erlingsson,,,Royal Institute of Technology
6174,Johan Rebetz,,,Lund University
6175,G Hellgren,,,University of Gothenburg
6176,Hana Nielsen,,,Lund University
6177,Jenny Lindén,,,University of Gothenburg
6178,Jonas Zetterholm,,,Luleå University of Technology
6179,Rickard Wilson,,,Chalmers University of Technology
6180,Ann-Christin von Vogelsang,,,Karolinska Institute
6181,Xue-Song Bai,,,Royal Institute of Technology
6182,Angela Bravo,,,Stockholm University
6183,Erik Burman,,,Chalmers University of Technology
6184,Frauke Ecke,,,Luleå University of Technology
6185,Louise Berglund,,,Uppsala University
6186,Daniel A Berg,,,Karolinska Institute
6187,Daniel A Berg,,,Uppsala University
6188,Mattias Ingeson,,,Uppsala University
6189,Alexander van der Linden,,,Lund University
6190,Anna Lindam,,,Karolinska Institute
6191,Johanna T Lanner,,,Stockholm University
6192,Johanna T Lanner,,,Karolinska Institute
6193,Anders Ahlström,,,Lund University
6194,Magnus Lund,,,Lund University
6195,Xi Huang,,,Lund University
6196,Xin Lu,,,Karolinska Institute
6197,Jonas Kindberg,,,Swedish University of Agricultural Sciences
6198,V Korenivski,,,Royal Institute of Technology
6199,Jan T Svensson,,,Swedish University of Agricultural Sciences
6200,Yeneneh Haileselassie,,,Stockholm University
6201,Karl-Johan Malmberg,,,Karolinska Institute
6202,Helena Faust,,,Lund University
6203,Jim Mattsson,,,Uppsala University
6204,Lars Åge Johansson,,,Uppsala University
6205,Mikael Granberg,,,Örebro University
6206,María Gudjónsdóttir,,,Chalmers University of Technology
6207,Karin Ekström,,,University of Gothenburg
6208,Nana Waldréus,,,Linköping University
6209,Boris Shapiro,,,Stockholm University
6210,Anna Runemark,,,Uppsala University
6211,Anna Runemark,,,Lund University
6212,M Persson,,,Linnaeus University
6213,Michael Tjernström,,,Stockholm University
6214,Michael Tjernström,,,Uppsala University
6215,Hannah Snyder,,,Linköping University
6216,Johan Anders Höglund,,,Uppsala University
6217,Per-Olof Hansson,,,Linköping University
6218,Peter Bengtson,,,Uppsala University
6219,Mattias Wondollek,,,Uppsala University
6220,Ernest Chi Fru,,,University of Gothenburg
6221,Audrius Brazdeikis,,,Royal Institute of Technology
6222,Anton Forsberg,,,Karolinska Institute
6223,Stefan Acosta,,,Lund University
6224,Jennie Jackson,,,Uppsala University
6225,Ebba K Lindqvist,,,Karolinska Institute
6226,Anne-Marie Landtblom,,,Linköping University
6227,David Olsson,,,Umeå University
6228,Lars-Gunnar Lundh,,,Uppsala University
6229,Patrawan Pasuwan,,,Stockholm University
6230,Hanna E Reinebrant,,,University of Gothenburg
6231,Wenxin Zhang,,,Royal Institute of Technology
6232,Wenxin Zhang,,,Lund University
6233,Lars Eklundh,,,Lund University
6234,Tenghao Zheng,,,Karolinska Institute
6235,Martin Margold,,,Stockholm University
6236,Cecilia Sundberg,,,Swedish University of Agricultural Sciences
6237,Cecilia Sundberg,,,Uppsala University
6238,Gustav Cederlöf,,,Lund University
6239,Ingemar Johansson Sevä,,,Umeå University
6240,Xia Shen,,,Uppsala University
6241,Dilmurat Yusuf,,,Chalmers University of Technology
6242,Lars Nyberg,,,Umeå University
6243,Emma Danelius,,,University of Gothenburg
6244,Linna Martén,,,Uppsala University
6245,Jonna Hynynen,,,Chalmers University of Technology
6246,Ulrika Marklund,,,Umeå University
6247,Ulrika Marklund,,,Karolinska Institute
6248,Farshad Falahati,,,Karolinska Institute
6249,Jorge Quillaguamán,,,Lund University
6250,Tobias Skillbäck,,,University of Gothenburg
6251,Ewert Bengtsson,,,Uppsala University
6252,Denny H Vågerö,,,Karolinska Institute
6253,Ann-Charlotte Kassberg,,,Luleå University of Technology
6254,Magdalena Svanström,,,Chalmers University of Technology
6255,Andris Vaivads,,,Umeå University
6256,Maria B Magnusson,,,University of Gothenburg
6257,Johan Malmström,,,Lund University
6258,Amare Worku Kalu,,,Karolinska Institute
6259,Jeanette Westman,,,Karolinska Institute
6260,Ulf Ellervik,,,Lund University
6261,Lingdong Jiang,,,Lund University
6262,Oskar Flygare,,,Karolinska Institute
6263,Maja Holm,,,Linköping University
6264,Renata Jędrkiewicz,,,Lund University
6265,Imran Ali,,,Karolinska Institute
6266,Henrik Nilsson,,,Linköping University
6267,Karl Gauffin,,,Karolinska Institute
6268,Anna Ohlsson,,,Karolinska Institute
6269,Danielle Friberg,,,Karolinska Institute
6270,C Nilsson,,,Karolinska Institute
6271,Erik Odhagen,,,University of Gothenburg
6272,Adina L Feldman,,,Karolinska Institute
6273,Jolanta Mazurek,,,Karolinska Institute
6274,Maria Åström,,,Karolinska Institute
6275,Lars Östlund,,,Swedish University of Agricultural Sciences
6276,Paweł Klimek,,,Stockholm University
6277,Hanne K Carlsen,,,Umeå University
6278,Per Binde,,,University of Gothenburg
6279,Pernilla Malmer,,,Swedish University of Agricultural Sciences
6280,Jonas Hentati-Sundberg,,,Stockholm University
6281,Jacob von Heland,,,Stockholm University
6282,Hélène Coudert-Alteirac,,,Lund University
6283,Stefan Andersson,,,Lund University
6284,Mikael Molin,,,University of Gothenburg
6285,Lennart Bogg,,,Karolinska Institute
6286,Lennart Bogg,,,Uppsala University
6287,Salmir Nasic,,,Umeå University
6288,Fredrik Elinder,,,Karolinska Institute
6289,Ola Billing,,,Umeå University
6290,Christer Ericsson,,,Karolinska Institute
6291,Maria Westerståhl,,,Stockholm University
6292,Maria Westerståhl,,,Karolinska Institute
6293,W Pathmasiri,,,Uppsala University
6294,Barbro Klein,,,Stockholm University
6295,Patrik Brundin,,,Lund University
6296,Susanne Lager,,,University of Gothenburg
6297,Michael Andäng,,,Karolinska Institute
6298,Andreas Mattsson,,,Uppsala University
6299,Daniel Bäckström,,,Chalmers University of Technology
6300,Karl Rönnby,,,Linköping University
6301,Örjan Danielsson,,,Linköping University
6302,Daniel Lundin,,,Linköping University
6303,Stefano Leone,,,Linköping University
6304,Maoping Pu,,,Stockholm University
6305,Francesco Costagliola,,,Chalmers University of Technology
6306,Selma Brynolf,,,Chalmers University of Technology
6307,Andreas Tjärnberg,,,Stockholm University
6308,Andreas Tjärnberg,,,University of Gothenburg
6309,Geert Geeven,,,Chalmers University of Technology
6310,Sven Knutsson,,,Luleå University of Technology
6311,Örjan Ekeberg,,,Royal Institute of Technology
6312,Akashi A. Rurangirwa,,,University of Gothenburg
6313,Daniel Andersson,,,Chalmers University of Technology
6314,Daniel Andersson,,,University of Gothenburg
6315,Satu Turunen-Taheri,,,Karolinska Institute
6316,Daniel Butler,,,Lund University
6317,Bahar Baser,,,Uppsala University
6318,Åsa Lindgren,,,University of Gothenburg
6319,Johan Koskinen,,,Stockholm University
6320,Darek HAFTOR,,,Chalmers University of Technology
6321,Darek HAFTOR,,,Mid Sweden University
6322,Yuning Zhang,,,Karolinska Institute
6323,Rickard du Rietz,,,Lund University
6324,Erland Liljeroth,,,Swedish University of Agricultural Sciences
6325,Kirsten Ellegaard,,,Uppsala University
6326,Valentin V Khoze,,,Lund University
6327,Carolina Boekel,,,Stockholm University
6328,Helene Rundqvist,,,Karolinska Institute
6329,Gopalakrishnan Dhanabalan,,,Stockholm University
6330,Taimur Ahmed,,,Chalmers University of Technology
6331,Marie Peny-Dahlstrand,,,University of Gothenburg
6332,Christopher Sundling,,,Karolinska Institute
6333,Johan Dunevall,,,Chalmers University of Technology
6334,Lena Bartholdson,,,Uppsala University
6335,Tage Östergren,,,Lund University
6336,Jan Hyllander,,,Uppsala University
6337,Sven Ove Ögren,,,Karolinska Institute
6338,Aodhán D Butler,,,Uppsala University
6339,Daniele Biglino,,,Linköping University
6340,Radovan Krejci,,,Stockholm University
6341,Adam Johansson,,,Umeå University
6342,D Zong,,,Karolinska Institute
6343,Magnus Blomgren,,,Umeå University
6344,PER LUNDGREN,,,Chalmers University of Technology
6345,Ida Höijer,,,Uppsala University
6346,Kamrul Hasan,,,Lund University
6347,Elisabeth Rachlew,,,Uppsala University
6348,Viktoria Johansson,,,Karolinska Institute
6349,Anna Nordenström,,,Karolinska Institute
6350,Marie Raasthøj Hansen,,,Lund University
6351,Ingrid Poulsen,,,Lund University
6352,Chandima Gomes,,,Uppsala University
6353,J Einarsson,,,Chalmers University of Technology
6354,Matthijs Klomp,,,Chalmers University of Technology
6355,Adam Ulfsbo,,,University of Gothenburg
6356,Lars O. Hansson,,,Uppsala University
6357,Hjalmar Wadström,,,Karolinska Institute
6358,Ola Grimsholm,,,Umeå University
6359,Hans Linderholm,,,Stockholm University
6360,Sofia Hanås,,,Swedish University of Agricultural Sciences
6361,Daniel Uddenberg,,,Swedish University of Agricultural Sciences
6362,Daniel Uddenberg,,,Uppsala University
6363,Geoffrey Blundell,,,Uppsala University
6364,Patrick Frings,,,Lund University
6365,Pille Lindkvist,,,Karolinska Institute
6366,Ashley van Niekerk,,,Karolinska Institute
6367,Muhammad Azeem,,,Royal Institute of Technology
6368,Belisário Moiane,,,Swedish University of Agricultural Sciences
6369,Julius T Kamwesiga,,,Karolinska Institute
6370,Amanda Cleeve,,,Karolinska Institute
6371,Constance Boissin,,,Karolinska Institute
6372,Berthollet Bwira Kaboru,,,Örebro University
6373,Diriba Muleta,,,Swedish University of Agricultural Sciences
6374,Stefan Östlund,,,Royal Institute of Technology
6375,Allison Perrigo,,,Uppsala University
6376,Olof Andrén,,,Swedish University of Agricultural Sciences
6377,Olof Andrén,,,Uppsala University
6378,Abdimajid Osman,,,Linköping University
6379,G Gunnlaugsson,,,Karolinska Institute
6380,Janis Stirna,,,Royal Institute of Technology
6381,Zhihang Wang,,,Chalmers University of Technology
6382,Jonas Nycander,,,Uppsala University
6383,Nils-Olof Svensson,,,Lund University
6384,Nils Carlsson,,,Chalmers University of Technology
6385,Fredrika Björklund,,,Uppsala University
6386,Anna Wahlin,,,University of Gothenburg
6387,Anna Neubeck,,,Stockholm University
6388,Siim Veski,,,Uppsala University
6389,Jose A Alarco,,,Chalmers University of Technology
6390,Elisabeth Wetterlund,,,Linköping University
6391,Jean-Marc Lassance,,,Lund University
6392,Simon J. Bleiker,,,Royal Institute of Technology
6393,O Smirnova,,,Lund University
6394,Kazi Ishtiak-Ahmed,,,Karolinska Institute
6395,Nur Ahmed,,,Swedish University of Agricultural Sciences
6396,Mohammad Jahangir Hossain,,,Umeå University
6397,Johan Gäverth,,,Karolinska Institute
6398,Annika Lantz-Andersson,,,University of Gothenburg
6399,Laurent-C. Duda,,,Uppsala University
6400,Sara Kärrholm,,,Lund University
6401,Göran Falkman,,,Chalmers University of Technology
6402,Anita J Norman,,,Swedish University of Agricultural Sciences
6403,Eva Norén,,,Stockholm University
6404,Per Sivefors,,,University of Gothenburg
6405,Bo Schenkman,,,Uppsala University
6406,Jan-Erik Rubensson,,,Uppsala University
6407,Conny Såthe,,,Uppsala University
6408,Muhammad Afzal,,,Royal Institute of Technology
6409,Ingemar Petermann,,,Karolinska Institute
6410,Baolin Guo,,,Royal Institute of Technology
6411,Radwa Mahmoud Ashour,,,Royal Institute of Technology
6412,Åke Ingerman,,,Chalmers University of Technology
6413,Annika Olsson,,,Lund University
6414,Tove Marling Kallrén,,,Lund University
6415,Maria Wallenberg Bondesson,,,Uppsala University
6416,Auður Magnúsdóttir,,,University of Gothenburg
6417,Haakan Hedenmalm,,,Uppsala University
6418,Maria Swanberg,,,Karolinska Institute
6419,Gösta Grönroos,,,Stockholm University
6420,Anna K Swan,,,Chalmers University of Technology
6421,Leif Runefelt,,,Stockholm University
6422,Mikael Widersten,,,Uppsala University
6423,Peter Högberg,,,Swedish University of Agricultural Sciences
6424,Rhiannon Mondav,,,Uppsala University
6425,Edgars Lakis,,,Uppsala University
6426,Jesper Jansson,,,Lund University
6427,Pontus Roldin,,,Lund University
6428,Ann Charlotte Laska,,,Karolinska Institute
6429,Lubomira Tosheva,,,Luleå University of Technology
6430,Adnan Mahmutovic,,,Stockholm University
6431,Gergely Katona,,,Chalmers University of Technology
6432,Per-Anders Glans,,,Linköping University
6433,Hanna Betts Lindroos,,,Karolinska Institute
6434,Patrik Vestin,,,Lund University
6435,Dan Hammarlund,,,Lund University
6436,Eva U Emanuelsson,,,University of Gothenburg
6437,Helena Francke,,,University of Borås
6438,Helena Francke,,,University of Gothenburg
6439,Lina Eklund,,,Stockholm University
6440,Daniel C Morgan,,,Stockholm University
6441,Rasigan Maharajh,,,Lund University
6442,Marc-Antoine Sani,,,Umeå University
6443,Staffan Roos,,,Swedish University of Agricultural Sciences
6444,Staffan Roos,,,Uppsala University
6445,Sigrid Schottenius Cullhed,,,University of Gothenburg
6446,Jessica Sundström,,,University of Gothenburg
6447,Yang Liu,,,Uppsala University
6448,Dieter Müller,,,Umeå University
6449,Lina Broman,,,Stockholm University
6450,Lina Broman,,,Uppsala University
6451,Cecilia Berlin,,,Chalmers University of Technology
